broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD4+,CD4,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,Activated,CD69,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,Activated,STAT3,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,Activated,SOCS3,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,Activated,ICOS,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,Activated,CD154,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,Activated,CD40LG,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,,CD3E,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,,SELL,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,,CCR7,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
T cell,,TCF7,Human,Blood,Peripheral blood,Normal,Normal cell,Activated CD4+ T cell
