broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,Regulatory,CD4,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,CD25,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,FoxP3,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,CTLA4,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,CD39,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,ICOS,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,HLA-DR,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,Lag-3,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,IL2RA,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,IL10RA,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,IKZF2,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,TIGIT,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,SOCS1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,LGALS3,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,LGALS1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,KLRB1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Regulatory,ENTPD1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,FoxP3,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,CD25,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,CTLA4,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,CD39,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,ICOS,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,HLA-DR,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,Lag-3,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,IL2RA,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,IL10RA,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,IKZF2,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,TIGIT,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,SOCS1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,LGALS3,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,LGALS1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,KLRB1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
T cell,Treg,ENTPD1,Human,Blood,Peripheral blood,Normal,Normal cell,Regulatory T(Treg) cell
