broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
B cell,,CD79A,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,B cell
B cell,,MS4A1,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,B cell
Cancer stem cell,Cancer,c-Myc,Human,Nasopharynx,Nasopharyngeal mucosa,Nasopharyngeal Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,Cancer,MYC,Human,Nasopharynx,Nasopharyngeal mucosa,Nasopharyngeal Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,stem,ALDH1A1,Human,Nasopharynx,Nasopharyngeal mucosa,Nasopharyngeal Cancer,Cancer cell,Cancer stem cell
Cancer stem cell,stem,Sox-2,Human,Nasopharynx,Nasopharyngeal mucosa,Nasopharyngeal Cancer,Cancer cell,Cancer stem cell
T cell,Cytotoxic,NKG7,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Cytotoxic T cell
Endothelial cell,,PECAM1,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Endothelial cell
Endothelial cell,,VWF,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Endothelial cell
Epithelial cell,,ZO-1,Human,Nasopharynx,Epithelium,Nasopharyngeal Cancer,Cancer cell,Epithelial cell
Epithelial cell,,CDH1,Human,Nasopharynx,Epithelium,Nasopharyngeal Cancer,Cancer cell,Epithelial cell
Epithelial cell,,TJP1,Human,Nasopharynx,Epithelium,Nasopharyngeal Cancer,Cancer cell,Epithelial cell
Epithelial cell,,Krt19,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Epithelial cell
Epithelial cell,,KRT18,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Epithelial cell
Epithelial cell,,EPCAM,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Epithelial cell
T cell,Exhausted,LAG3,Human,Nasopharynx,Nasopharynx,Nasopharyngeal Cancer,Cancer cell,Exhausted T(Tex) cell
