broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
T cell,CD4+,CD4,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Recently Activated,TBX21,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,GZMH,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,GNLY,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,PRF1,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,KLRG1,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,NKG7,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,S1PR5,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,CTSW,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,Effector,CX3CR1,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,CTL,GZMH,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,CTL,GNLY,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,CTL,PRF1,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,CTL,KLRG1,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
T cell,CTL,NKG7,Human,Blood,Blood,Normal,Normal cell,CD4+ recently activated effector memory or effector T cell (CTL)
