broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Epithelial cell,,Dclk1,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Krt1,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Fezf2,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Itga6,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Ly6a,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Krt10,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Ccl21a,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Ivl,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Spink5,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Aire,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
Epithelial cell,,Avil,Human,Breast,Thymus,Normal,Normal cell,Epithelial cell
