broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Plasma cell,,IGHG1,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,SDC1,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,LAPTM5,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,PTPRC,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,IGKC,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,VIM,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,CD79A,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,IGHG2,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,JCHAIN,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
Plasma cell,,IGHG4,Human,Breast,Breast,Breast Cancer,Cancer cell,Plasma cell
