broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Myoepithelial cell,,Alkaline phosphatase,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,P63,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,SMA,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,P-cadherin,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,Calponin,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,Galectin-7,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,CD29,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,CD44,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,CD10,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,Cytokeratin-14,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,SMN1,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,ITGB1,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
Myoepithelial cell,,MME,Human,Breast,Breast,Normal,Normal cell,Myoepithelial cell
