broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Adipocyte,,SCARA5,Human,Breast,Fat pad,Breast Cancer,Cancer cell,Adipocyte
Adipocyte,,APOD,Human,Breast,Fat pad,Breast Cancer,Cancer cell,Adipocyte
Adipocyte,,DLK1,Human,Breast,Fat pad,Breast Cancer,Cancer cell,Adipocyte
Adipocyte,,CFD,Human,Breast,Fat pad,Breast Cancer,Cancer cell,Adipocyte
Fibroblast,Cancer-associated,CAV1,Human,Breast,Breast,Breast Cancer,Cancer cell,Antigen presentation cancer-associated fibroblast
Fibroblast,Cancer-associated,CLU,Human,Breast,Breast,Breast Cancer,Cancer cell,Antigen presentation cancer-associated fibroblast
Fibroblast,Antigen presentation,CD74,Human,Breast,Breast,Breast Cancer,Cancer cell,Antigen presentation cancer-associated fibroblast
B cell,,CD20,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD19,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,LAPTM5,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,PTPRC,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,MS4A1,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,IGKC,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,VIM,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD79A,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,BANK1,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD74,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD40,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,TMP1,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,IGHD,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD38,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,IGHM,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD27,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,CD14,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,IGLL5,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,IGLL1,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,IGJ,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,SSR4,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,JCHAIN,Human,Breast,Breast,Breast Cancer,Cancer cell,B cell
B cell,,MS4A1,Human,Breast,Breast,Triple-negative breast cancer,Cancer cell,B cell
B cell,,CD79A,Human,Breast,Breast, Triple-Negative Breast Cancer,Cancer cell,B cell
B cell,,CD20,Human,Breast,Breast, Triple-Negative Breast Cancer,Cancer cell,B cell
B cell,,MS4A1,Human,Breast,Breast, Triple-Negative Breast Cancer,Cancer cell,B cell
B cell,,CD19,Human,Breast,Breast,Normal,Normal cell,B cell
B cell,,CD79A,Human,Breast,Breast,Normal,Normal cell,B cell
B cell,,CCDC50,Human,Breast,Milk,Normal,Normal cell,B cell
B cell,,TCF4,Human,Breast,Milk,Normal,Normal cell,B cell
B cell,,SEL1L3,Human,Breast,Milk,Normal,Normal cell,B cell
B cell,Regulatory,CD24,Human,Breast,Breast,Invasive breast cancer,Cancer cell,B10 Regulatory B cell
B cell,B10,CD38,Human,Breast,Breast,Invasive breast cancer,Cancer cell,B10 Regulatory B cell
B cell,,CD19,Human,Breast,Breast,Invasive breast cancer,Cancer cell,B10 Regulatory B cell
Basal cell,,CD24,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal cell
Basal cell,,ESR1,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal cell
Basal cell,,KIT,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal cell
Basal cell,,KRT14,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal cell
Basal cell,,PGR,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal cell
Basal cell,,KRT17,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal cell
Basal cell,,CK14,Human,Breast,Breast,Normal,Normal cell,Basal cell
Basal cell,,MYLK,Human,Breast,Breast,Normal,Normal cell,Basal cell
Basal cell,,ACTA2,Human,Breast,Breast,Normal,Normal cell,Basal cell
Basal cell,,SNAI2,Human,Breast,Breast,Normal,Normal cell,Basal cell
Basal cell,,KRT5,Human,Breast,Breast,Normal,Normal cell,Basal cell
Basal cell,,KRT14,Human,Breast,Breast,Normal,Normal cell,Basal cell
epithelial cell,,CK14,Human,Breast,Mammary gland,Breast Cancer,Cancer cell,Basal epithelial cell
epithelial cell,,CD104,Human,Breast,Mammary gland,Breast Cancer,Cancer cell,Basal epithelial cell
epithelial cell,,KRT14,Human,Breast,Mammary gland,Breast Cancer,Cancer cell,Basal epithelial cell
epithelial cell,,ITGB4,Human,Breast,Mammary gland,Breast Cancer,Cancer cell,Basal epithelial cell
Basal epithelial cell,,TP63,Human,Breast,Breast,Normal,Normal cell,Basal epithelial cell
Basal epithelial cell,,KRT14,Human,Breast,Breast,Normal,Normal cell,Basal epithelial cell
Basal epithelial cell,,KRT5,Human,Breast,Breast,Normal,Normal cell,Basal epithelial cell
Basal progenitor cell,,WIF1,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal progenitor cell
Basal progenitor cell,,ACTA3,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal progenitor cell
Basal progenitor cell,,MYLK,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal progenitor cell
Basal progenitor cell,,ACTG2,Human,Breast,Breast,Breast Cancer,Cancer cell,Basal progenitor cell
Progenitor cell,Basal,CD49f,Human,Breast,Breast,Normal,Normal cell,Basal progenitor cell
Progenitor cell,Basal,ITGA6,Human,Breast,Breast,Normal,Normal cell,Basal progenitor cell
Progenitor cell,,CD44,Human,Breast,Breast,Normal,Normal cell,Basal progenitor cell
Progenitor cell,,CD24,Human,Breast,Breast,Normal,Normal cell,Basal progenitor cell
Progenitor cell,,EpCAM,Human,Breast,Breast,Normal,Normal cell,Basal progenitor cell
Breast cancer stem-like cell,stem-like,CD44,Human,Breast,Breast,Breast Cancer,Cancer cell,Breast cancer stem-like cell
Breast cancer stem-like cell,Breast cancer,GD2,Human,Breast,Breast,Breast Cancer,Cancer cell,Breast cancer stem-like cell
Cancer cell,,STAT1,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,RIC8A,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,IRF9,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,ISG15,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,STAT2,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,JAK1,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,CDH1,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,CTNNA1,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,GNA13,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,,OAS1,Human,Breast,Breast,Breast Cancer (circulating),Cancer cell,Cancer cell
Cancer cell,Cancer,CSC,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,EMT,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,BRCA1,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,BRCA2,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,ERBB2,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,HER-2,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,EPCAM,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,VCAM1,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,SELE,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,SELP,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,CD36,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,PD-1,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,PDCD1,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,NOTCH1,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,IGFIR (soluble),Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,VEGFR2/KDR,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,Cancer,VEGFR3/FLT4,Human,Breast,Breast,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,,CK19,Human,Breast,Epithelium,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,,HER2,Human,Breast,Epithelium,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,,KRT19,Human,Breast,Epithelium,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,,ERBB2,Human,Breast,Epithelium,Breast Cancer,Cancer cell,Cancer cell
Cancer cell,,KRT18,Human,Breast,Breast,Ductal carcinoma in situ,Cancer cell,Cancer cell
