broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Tubular cell,Pan Proximal,Aqp8,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,Pan Proximal,Slc34a1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,Pan Proximal,Lrp2,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,Pan Proximal,Slc9a3,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,Pan Proximal,Slc26a6,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Ppara,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Pck1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Acsm1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Hnf4a,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Acsm2,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Cpt1a,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Acox3,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Hrsp12,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Hxyd2,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
Tubular cell,,Glud1,Human,Kidney,Kidney,Normal,Normal cell,Pan Proximal tubular cell
