broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Basal cell,,KRT5,Human,Bronchi,Epithelium,Normal,Normal cell,Basal cell
Ciliated cell,,FOXJ1,Human,Bronchi,Epithelium,Normal,Normal cell,Ciliated cell
Club cell,,SCGB1A1,Human,Bronchi,Epithelium,Normal,Normal cell,Club cell (Clara cell)
Goblet cell,,TSPAN13,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,AGR2,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,TFF3,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,MUC5AC,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,SPDEF,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,CLDN10,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,TSPAN8,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
White blood cell,,CD45,Human,Bronchi,Epithelium,Normal,Normal cell,White blood cell
White blood cell,,PTPRC,Human,Bronchi,Epithelium,Normal,Normal cell,White blood cell
Basal cell,,KRT5,Human,Bronchi,Epithelium,Normal,Normal cell,Basal cell
Ciliated cell,,FOXJ1,Human,Bronchi,Epithelium,Normal,Normal cell,Ciliated cell
Club cell,Clara cell,SCGB1A1,Human,Bronchi,Epithelium,Normal,Normal cell,Club cell (Clara cell)
Goblet cell,Epithelial differentiation,TSPAN13,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucus production,AGR2,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucosal protection,TFF3,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucus production,MUC5AC,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Goblet cell differentiation,SPDEF,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,CLDN10,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,TSPAN8,Human,Bronchi,Epithelium,Normal,Normal cell,Goblet cell
White blood cell,,CD45,Human,Bronchi,Epithelium,Normal,Normal cell,White blood cell
