broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Lake et al.Science.In3,,SCTR,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,CRIM1,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,SLC12A7,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,PREX1,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,RYR3,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,SLC6A11,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,KMO,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,AHRR,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,SYT2,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,IGFBP5,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,EMID1,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,SHISA8,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
Lake et al.Science.In3,,EXPH5,Human,Brain,Brain,Normal,Normal cell,Lake et al.Science.In3
