broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Goblet cell,,MSMB,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucosal protection and repair,TFF3,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,WFDC2,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,SCGB3A1,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucus production,MUC5AC,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,SLPI,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,BPIFB1,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucus production,MUC5B,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Differentiation and function,SPDEF,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,GP2,Human,Epithelium,Airway epithelium,Normal,Normal cell,Goblet cell
