broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Basal cell,,CSTA,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,S100A8,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,LOXL4,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,LYPD3,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,FGFBP1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,IL20RB,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,TNS4,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,SERPINB1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,KRT5,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,POLR2J3,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,KRT6C,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,NRARP,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,TMEM43,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,KRT4,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,CAV1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,SERPINB2,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,ANXA8L1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,FABP5,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,WNT10A,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,CD109,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,PVRL1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,KRT15,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,SERPINB5,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,IL1RN,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,SPRR1B,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,PKP1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,FAT2,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,TIMP1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,ZNF385A,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,LY6D,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,JUP,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,GPX2,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,FBLN1,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,GLTP,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,GJB3,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,THBD,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,RARG,Human,Lung,Lung,Normal,Normal cell,Basal cell
Basal cell,,COL17A1,Human,Lung,Lung,Normal,Normal cell,Basal cell
