broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Goblet cell,Differentiation,SPDEF,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Differentiation,ATOH1,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucus production,MUC2,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,Mucus production,SPINK4,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,MYC,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,PTGDR,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,PBK,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,MKI67,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,TRABD2A,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,UBE2C,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
Goblet cell,,WFDC2,Human,Intestine,Epithelium,Normal,Normal cell,Goblet cell
