broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Dendritic cell,Antigen presentation,CD205,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Immune regulation,SIRPA,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Pathogen recognition,CD209,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Activation,CD40,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Co-stimulation,CD80,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,,AIF1,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,,CD11c,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Co-stimulation,CD86,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,,CD14,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Immune checkpoint,PD1-L2,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Maturation,LAMP3,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Antigen presentation,CIITA,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Immune checkpoint,PD1-L1,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
Dendritic cell,Antigen uptake,LY75,Human,Skin,Epithelium,Normal,Normal cell,Dendritic cell
