broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
Corneal cell,,FLG,Human,Limb,Skin,Normal,Normal cell,Corneal cell
Dendritic cell,Antigen presentation,CD206,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,Antigen presentation,MRC1,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,Mature dendritic cell,LAMP3,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,,UBE2C,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,,TOP2A,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Fibroblast,,CCL19,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,COL18A1,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,TNC,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,CCL2,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,DCN,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,COL6A5,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Langerhans cell,,CD1A,Human,Limb,Skin,Normal,Normal cell,Langerhans cell
Melanocyte,,MLANA,Human,Limb,Skin,Normal,Normal cell,Melanocyte
Neuron,,NRXN1,Human,Limb,Skin,Normal,Normal cell,Neuron
Schwann cell,,GLDN,Human,Limb,Skin,Normal,Normal cell,Schwann cell
Stem cell,,PHLDA1,Human,Limb,Skin,Normal,Normal cell,Stem cell
T cell,Activation,TNFRSF18,Human,Limb,Skin,Normal,Normal cell,T cell
T cell,Activation,CD69,Human,Limb,Skin,Normal,Normal cell,T cell
T cell,Tissue-resident memory,CD103,Human,Limb,Skin,Normal,Normal cell,T cell
T cell,Tissue-resident memory,ITGAE,Human,Limb,Skin,Normal,Normal cell,T cell
Vascular endothelial cell,,VWF,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,HEY1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,PECAM1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,GPIHBP1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,ACKR1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Corneal cell,,FLG,Human,Limb,Skin,Normal,Normal cell,Corneal cell
Dendritic cell,,CD206,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,,UBE2C,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,,LAMP3,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,,TOP2A,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Dendritic cell,,MRC1,Human,Limb,Skin,Normal,Normal cell,Dendritic cell
Fibroblast,,CCL19,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,COL18A1,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,TNC,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,CCL2,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,DCN,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Fibroblast,,COL6A5,Human,Limb,Skin,Normal,Normal cell,Fibroblast
Langerhans cell,,CD1A,Human,Limb,Skin,Normal,Normal cell,Langerhans cell
Melanocyte,,MLANA,Human,Limb,Skin,Normal,Normal cell,Melanocyte
Neuron,,NRXN1,Human,Limb,Skin,Normal,Normal cell,Neuron
Schwann cell,,GLDN,Human,Limb,Skin,Normal,Normal cell,Schwann cell
Stem cell,,PHLDA1,Human,Limb,Skin,Normal,Normal cell,Stem cell
T cell,,TNFRSF18,Human,Limb,Skin,Normal,Normal cell,T cell
T cell,,CD69,Human,Limb,Skin,Normal,Normal cell,T cell
T cell,,CD103,Human,Limb,Skin,Normal,Normal cell,T cell
T cell,,ITGAE,Human,Limb,Skin,Normal,Normal cell,T cell
Vascular endothelial cell,,VWF,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,HEY1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,PECAM1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,GPIHBP1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
Vascular endothelial cell,,ACKR1,Human,Limb,Skin,Normal,Normal cell,Vascular endothelial cell
