broad_cell_types,feature&function,marker,species,tissue_class,tissue_type,cancer_type,cell_type,cell_name
B cell,Antibody-secreting,CD38,Human,Nose,Nasal polyp,Normal,Normal cell,Antibody-secreting cell
B cell,Antibody-secreting,CD27,Human,Nose,Nasal polyp,Normal,Normal cell,Antibody-secreting cell
B cell,,CD19,Human,Nose,Nasal polyp,Normal,Normal cell,Antibody-secreting cell
B cell,,CD22,Human,Nose,Nasal polyp,Normal,Normal cell,B cell
B cell,,CD19,Human,Nose,Nasal polyp,Normal,Normal cell,B cell
B cell,,CXCL13,Human,Nose,Nasal polyp,Normal,Normal cell,B cell
B cell,,CD72,Human,Nose,Nasal polyp,Normal,Normal cell,B cell
B cell,,BLK,Human,Nose,Nasal polyp,Normal,Normal cell,B cell
B cell,,CD798,Human,Nose,Nasal polyp,Normal,Normal cell,B cell
B cell,,CD38,Human,Nose,Nose,Normal,Normal cell,B cell
B cell,,CD19,Human,Nose,Nose,Normal,Normal cell,B cell
B cell,,CD20,Human,Nose,Nose,Normal,Normal cell,B cell
B cell,,B cell,Human,Nose,Nose,Normal,Normal cell,B cell
B cell,,MS4A1,Human,Nose,Nose,Normal,Normal cell,B cell
B cell,,MS4A1,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,B cell
B cell,,CD79A,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,B cell
B cell,,CD19,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,B cell
Basal cell,,SOX2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Basal cell
Basophil,,CCR3,Human,Nose,Nasal polyp,Normal,Normal cell,Basophil
Basophil,,CLC,Human,Nose,Nasal polyp,Normal,Normal cell,Basophil
Basophil,,PTGDR2,Human,Nose,Nasal polyp,Normal,Normal cell,Basophil
Bowman's gland cell,,GPX3,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Bowman’s gland cell
Bowman's gland cell,,SOX10,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Bowman’s gland cell
Bowman's gland cell,,SOX9,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Bowman’s gland cell
Bowman's gland cell,,MUC5,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Bowman’s gland cell
Bowman's gland cell,,MUC5AC,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Bowman’s gland cell
Cancer cell,,JAK-2,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
Cancer cell,,BCL-2,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
Cancer cell,,STAT3,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
Cancer cell,,APG-1252-M1,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
Cancer cell,,BCL-XL,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
Cancer cell,,MCL-1,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
Cancer cell,,SARM1,Human,Nose,Nose,Nasopharyngeal Cancer,Cancer cell,Cancer cell
B cell,CD27+,CD27,Human,Nose,Nasal polyp,Normal,Normal cell,CD27+ memory B cell
B cell,,CD19,Human,Nose,Nasal polyp,Normal,Normal cell,CD27+ memory B cell
T cell,CD4+,CD4,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD4+ T cell
T cell,,CD3D,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD4+ T cell
T cell,,CD3E,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD4+ T cell
T cell,,IL7R,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD4+ T cell
T cell,CD8+,NCR3,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,CD160,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,ZNF683,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,GZMA,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,CD96,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,GZMB,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,GZMH,Human,Nose,Nasal polyp,Normal,Normal cell,CD8+ T cell
T cell,CD8+,CD8A,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD8+ T cell
T cell,,CD3D,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD8+ T cell
T cell,,CD3E,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,CD8+ T cell
Ciliated cell,,MUC8,Human,Nose,Nasal epithelium,Normal,Normal cell,Ciliated cell
Dendritic cell,,CD1C,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Dendritic cell
Deuterosomal cell,Deuterosomal,PLK4,Human,Nose,Nose,Normal,Normal cell,Deuterosomal cell
Dividing cell,,MKI67,Human,Nose,Nose,Normal,Normal cell,Dividing cell
glial cell,Ensheathing,MPZ,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Ensheathing glial cell
glial cell,Ensheathing,PLP1,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Ensheathing glial cell
glial cell,,S100B,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Ensheathing glial cell
glial cell,,PMP2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Ensheathing glial cell
glial cell,,ALX3,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Ensheathing glial cell
Eosinophil,,EMBP,Human,Nose,Sinonasal mucosa,Normal,Normal cell,Eosinophil
Epithelial cell,,SERPINB4,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Epithelial cell,,KRT7,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Epithelial cell,,MUC5AC,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Epithelial cell,,KRT5,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Epithelial cell,,FOXJ1,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Epithelial cell,,SCGB1A1,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Epithelial cell,,KRT15,Human,Nose,Nasal epithelium,Normal,Normal cell,Epithelial cell
Fibroblast,,DCN,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Fibroblast
Fibroblast,,LUM,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Fibroblast
Fibroblast,,CLEC11A,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Fibroblast
Globose basal cell,,NEUROD1,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,CXCR4,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,EZH2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,ASCL1,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,SOX2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,HES6,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,NEUROG1,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Globose basal cell,,KI67,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Globose basal cell
Horizontal basal cell,,TP63,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Horizontal basal cell
Horizontal basal cell,,CXCL14,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Horizontal basal cell
Horizontal basal cell,,MEG3,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Horizontal basal cell
Horizontal basal cell,,KRT5,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Horizontal basal cell
Horizontal basal cell,,SOX2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Horizontal basal cell
Neuron,Immature,GNG8,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Immature neuron
Neuron,Immature,OLIG2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Immature neuron
Neuron,Immature,LHX2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Immature neuron
Neuron,Immature,EBF2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Immature neuron
Neuron,Immature,DCX,Human,Nose,Nasal mucosa,Normal,Normal cell,Immature olfactory neuron
Ionocyte,,CFTR,Human,Nose,Nose,Normal,Normal cell,Ionocyte
Ionocyte,,FOXI1,Human,Nose,Nose,Normal,Normal cell,Ionocyte
Lymphocyte,,MKI67,Human,Nose,Nose,Normal,Normal cell,Lymphocyte
Lymphoid cell,,IL7R,Human,Nose,Nose,Normal,Normal cell,Lymphoid cell
Macrophage,,FCGR1B,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,MMP12,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,CCL7,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,CNR2,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,CCL2,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,CCL8,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,MPEG1,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,AIM2,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,CCR1,Human,Nose,Nasal polyp,Normal,Normal cell,Macrophage
Macrophage,,C1QB,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Macrophage
Macrophage,,C1QC,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Macrophage
Macrophage,,C1QA,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Macrophage
Mast cell,,HPGDS,Human,Nose,Nasal polyp,Normal,Normal cell,Mast cell
Mast cell,,TPSD1,Human,Nose,Nasal polyp,Normal,Normal cell,Mast cell
Mast cell,,TPSAB1,Human,Nose,Nasal polyp,Normal,Normal cell,Mast cell
Mast cell,,MS4A2,Human,Nose,Nasal polyp,Normal,Normal cell,Mast cell
Mast cell,,HDC,Human,Nose,Nasal polyp,Normal,Normal cell,Mast cell
Mast cell,,CPA3,Human,Nose,Nasal polyp,Normal,Normal cell,Mast cell
Mast cell,,TPSAB1,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Mast cell
Mast cell,,TPSB2,Human,Nose,Olfactory neuroepithelium,Normal,Normal cell,Mast cell
Mast cell,,CPA3,Human,Nose,Polyp,Normal,Normal cell,Mast cell
Mast cell,,HPGDS,Human,Nose,Polyp,Normal,Normal cell,Mast cell
Mast cell,,ALOX5AP,Human,Nose,Polyp,Normal,Normal cell,Mast cell
Mast cell,,HDC,Human,Nose,Polyp,Normal,Normal cell,Mast cell
Mast cell,,ALOX5,Human,Nose,Polyp,Normal,Normal cell,Mast cell
